sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
MK956098	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1131BRACMG2015
MK956099	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1200BRACMG2015
MK956100	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1372BRACMG2015
MK956101	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1407BRACMG2015
MN549362	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	-	2006	2006	2006	429	05-Feb-2020	05-Feb-2020	Bos taurus	-	2780bovineCoa06
MT872379	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2013	2013	2013	264	03-Nov-2022	03-Nov-2022	Canis familiaris	-	C01_13
MT872383	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2015	2015	2015	264	03-Nov-2022	03-Nov-2022	Vulpes vulpes	-	F01_15
MT872390	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2017	2017	2017	264	03-Nov-2022	03-Nov-2022	Sus scrofa	-	PG01_17_ICA
MT872391	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2017	2017	2017	264	03-Nov-2022	03-Nov-2022	Canis familiaris	-	C01_17
MT872392	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	2019	2019	2019	264	03-Nov-2022	03-Nov-2022	Vulpes vulpes	-	F01_19
MT872395	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2020	2020	2020	263	03-Nov-2022	03-Nov-2022	Canis familiaris	-	C01_20
MW055107	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	GTM	Guatemala	Totonicapan	2018	2018	2018	1353	22-Nov-2020	22-Nov-2020	Canis familiaris	33158200	No.12+
MW055129	AL_Cosmopolitan	Cosmopolitan	HTI	Haiti	-	2018	2018	2018	1353	22-Nov-2020	22-Nov-2020	Canis familiaris	33158200	A18-0735
MW055130	AL_Cosmopolitan	Cosmopolitan	HTI	Haiti	-	2018	2018	2018	1353	22-Nov-2020	22-Nov-2020	Canis familiaris	33158200	A18-0740
MW123052	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1986	1986	1986	133	25-Sep-2021	25-Sep-2021	Canis familiaris	33542337	86001BRE
MW302193	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Canis lupus familiaris	33375530	588_2018
MW302194	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Canis lupus familiaris	33375530	848_2018
MW302195	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	2019	2019	2019	586	15-Jan-2021	15-Jan-2021	Canis lupus familiaris	33375530	1183_2019
MW302202	AL_MASTER	Rabies Virus (RABV)	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Myotis sp.	33375530	442_2018
MW302203	AL_MASTER	Rabies Virus (RABV)	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Myotis sp.	33375530	662_2018
MW302204	AL_MASTER	Rabies Virus (RABV)	ARG	Argentina	-	2020	2020	2020	586	15-Jan-2021	15-Jan-2021	Myotis sp.	33375530	029_2020
OK247527	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Caborca, Sonora	2014	2014	2014	764	08-Mar-2022	08-Mar-2022	Equus caballus	-	798MxEquineSon14
OK247528	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Caborca, Sonora	2014	2014	2014	764	08-Mar-2022	08-Mar-2022	puma	-	251MxPumaSon14
OK247529	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Hermosillo, Sonora	2002	2002	2002	764	08-Mar-2022	08-Mar-2022	puma	-	1811MxPumaSon02
OK247530	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Rayon, Sonora	2008	2008	2008	764	08-Mar-2022	08-Mar-2022	puma	-	3044MxPumaSon08
OK247531	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Chinipas, Chihuahua	2018	2018	2018	764	08-Mar-2022	08-Mar-2022	puma	-	1690MxPumaChih18
OK247532	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Alamos, Sonora	2013	2013	2013	764	08-Mar-2022	08-Mar-2022	skunk	-	1765MxSkunkSon13
OK247533	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Ures, Sonora	2013	2013	2013	764	08-Mar-2022	08-Mar-2022	Felis catus	-	2483MxBobcatSon13
OK247534	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Caborca, Sonora	2019	2019	2019	764	08-Mar-2022	08-Mar-2022	Vulpes vulpes	-	1763MxFoxSon19
OK247535	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Guachochi, Chihuahua	2001	2001	2001	749	08-Mar-2022	08-Mar-2022	puma	-	4141MxPumaChih01
OK247536	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Arizpe, Sonora	2012	2012	2012	737	08-Mar-2022	08-Mar-2022	puma	-	5924MxPumaSon12
OK564514	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	-	2021	2021	2021	11925	11-Oct-2022	11-Oct-2022	Equus caballus	-	CPA-06882-21
OL451878	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Tucuman	1995	1995	1995	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA35
OL451879	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Tucuman	1996	1996	1996	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA38
OL451880	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Tucuman	1996	1996	1996	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA39
OL451881	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2000	2000	2000	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA53
OL451882	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2000	2000	2000	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA71
OL451883	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2001	2001	2001	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA112
OL451884	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2001	2001	2001	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA120
OL451885	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2004	2004	2004	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AA474
OL451886	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2007	2007	2007	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA774
OL451887	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AA886
OL451888	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA888
OL451889	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA911
OL451890	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Nasua nasua	34960753	AA929
OL451891	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA957
OL451892	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA959
OL451893	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Nasua nasua	34960753	AA966
OL451894	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2012	2012	2012	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB124
OL451895	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB160
OL451896	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AB193
OL451897	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB353
OL451898	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AB356
OL451899	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB357
OL451900	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Nasua nasua	34960753	AB361
OL451901	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1347	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB362
OL451902	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB118
OL451903	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB122
OL451904	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2016	2016	2016	1329	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	739
OL451905	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2017	2017	2017	1346	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	682
OL451906	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	A874
OL451907	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	Itapua	1992	1992	1992	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	369
OL451908	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	Itapua	1991	1991	1991	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	352
OL451909	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	A166
OL451910	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	1997	1997	1997	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	552
OL451911	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2006	2006	2006	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	A696
OL451912	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2001	2001	2001	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	A119
OL451913	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA148
OL451914	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2007	2007	2007	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA881
OL451915	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Mato Grosso do Sul	1989	1989	1989	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	257
OL451916	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	PRY	Paraguay	Itapua	1991	1991	1991	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	353
OL451917	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2000	2000	2000	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA21
OL451918	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	1999	1999	1999	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA42
OL451919	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	1999	1999	1999	1353	12-Jan-2022	12-Jan-2022	Felis catus	34960753	AA47
OL451920	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	1999	1999	1999	1353	12-Jan-2022	12-Jan-2022	Felis catus	34960753	AA50
OL451921	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1352	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA126
OL451922	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA178
OL451923	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	monkey	34960753	AA180
OL451924	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA183
OL451925	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M297
OL451926	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M632
OL451927	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2006	2006	2006	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M639
OL451928	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2005	2005	2005	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M654
OL451929	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2003	2003	2003	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M863
OL451930	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2003	2003	2003	1350	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M870
OL451931	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2006	2006	2006	1348	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M876
OL451932	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2003	2003	2003	1350	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M1009
OM971003	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Sinanche, Yucatan	2015	2015	2015	11794	16-Jan-2023	16-Jan-2023	Nasua narica	-	1442MxCoatiYuc15
OM971004	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Tekax, Yucatan	2017	2017	2017	11794	16-Jan-2023	16-Jan-2023	Nasua narica	-	1443MxCoatiYuc17
OM971005	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Hablekal, Yucatan	2020	2020	2020	11794	16-Jan-2023	16-Jan-2023	Nasua narica	-	25MxCoatiYuc20
OP762206	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1
OP762207	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2
OP762208	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3
OP762209	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4
OP762210	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5
OP762211	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6
OP762212	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7
OP762213	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8
OP762214	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9
OP762215	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10
OP762216	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1_Ab
OP762217	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2_Ab
OP762218	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3_Ab
OP762219	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4_Ab
OP762220	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5_Ab
OP762221	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6_Ab
OP762222	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7_Ab
OP762223	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8_Ab
OP762224	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9_Ab
OP762225	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10_Ab
OP762276	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1
OP762277	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2
OP762278	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3
OP762279	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4
OP762280	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5
OP762281	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6
OP762282	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7
OP762283	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8
OP762284	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9
OP762285	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10
OP762286	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1_Ab
OP762287	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2_Ab
OP762288	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3_Ab
OP762289	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4_Ab
OP762290	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5_Ab
OP762291	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6_Ab
OP762292	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7_Ab
OP762293	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8_Ab
OP762294	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9_Ab
OP762295	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10_Ab
OQ543189	AL_MASTER	Rabies Virus (RABV)	BRA	Brazil	Trairi-CE	2022	2022	2022	177	28-Aug-2023	28-Aug-2023	Artibeus lituratus	37605969	LACEN-UNIFESP S-93
PP536644	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_1P
PP536645	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_2P
PP536646	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_3P
PP536647	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_4P
PP536648	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_5P
PP536649	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_6P
PP536650	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_7P
PP536651	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_8P
PP536652	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_9P
PP536653	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_1P
PP536654	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_2P
PP536655	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_3P
PP536656	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_4P
PP536657	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_5P
PP536658	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_6P
PP536659	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_7P
PP536660	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	-	-	MDCK_N_8P
PP536661	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2022	2022	2022	714	01-Apr-2024	01-Apr-2024	mice	-	BHK21_N_1P
